onset	duration	Condition Name
21.996	1	NullNull0 NullNull0
33.317	1	DeviantNonsymbolic4 DeviantNonsymbolic4
46.061	1	DeviantPhysicalSize1 DeviantPhysicalSize1
60.204	1	NullNull0 NullNull0
68.715	1	DeviantPhysicalSize1 DeviantPhysicalSize1
78.614	1	DeviantSymbolic1 DeviantSymbolic1
91.346	1	DeviantNonsymbolic1 DeviantNonsymbolic1
105.489	1	DeviantNonsymbolic4 DeviantNonsymbolic4
116.798	1	CatchSymbolic4 CatchSymbolic4
125.263	1	NullNull0 NullNull0
136.56	1	DeviantNonsymbolic1 DeviantNonsymbolic1
145.037	1	NullNull0 NullNull0
157.722	1	DeviantPhysicalSize1 DeviantPhysicalSize1
167.597	1	DeviantPhysicalSize1 DeviantPhysicalSize1
181.693	1	DeviantSymbolic1 DeviantSymbolic1
192.99	1	DeviantSymbolic1 DeviantSymbolic1
207.098	1	DeviantPhysicalSize4 DeviantPhysicalSize4
219.795	1	CatchPhysicalSize4 CatchPhysicalSize4
229.658	1	DeviantPhysicalSize4 DeviantPhysicalSize4
238.134	1	DeviantSymbolic1 DeviantSymbolic1
250.843	1	DeviantSymbolic1 DeviantSymbolic1
264.939	1	DeviantNonsymbolic1 DeviantNonsymbolic1
276.236	1	DeviantSymbolic4 DeviantSymbolic4
286.123	1	NullNull0 NullNull0
294.6	1	CatchNull0 CatchNull0
307.285	1	DeviantPhysicalSize4 DeviantPhysicalSize4
315.761	1	DeviantNonsymbolic1 DeviantNonsymbolic1
327.059	1	DeviantSymbolic4 DeviantSymbolic4
341.154	1	DeviantPhysicalSize1 DeviantPhysicalSize1
351.03	1	DeviantSymbolic4 DeviantSymbolic4
365.149	1	DeviantSymbolic1 DeviantSymbolic1
373.625	1	DeviantNonsymbolic4 DeviantNonsymbolic4
384.923	1	CatchPhysicalSize1 CatchPhysicalSize1
397.631	1	DeviantSymbolic4 DeviantSymbolic4
407.495	1	DeviantPhysicalSize1 DeviantPhysicalSize1
417.358	1	NullNull0 NullNull0
428.668	1	DeviantNonsymbolic4 DeviantNonsymbolic4
437.132	1	DeviantNonsymbolic1 DeviantNonsymbolic1
449.818	1	CatchQuantity4 CatchQuantity4
463.925	1	DeviantSymbolic4 DeviantSymbolic4
478.021	1	DeviantNonsymbolic1 DeviantNonsymbolic1
490.717	1	DeviantPhysicalSize4 DeviantPhysicalSize4
499.182	1	DeviantSymbolic1 DeviantSymbolic1
509.057	1	DeviantNonsymbolic1 DeviantNonsymbolic1
520.355	1	NullNull0 NullNull0
533.052	1	DeviantSymbolic4 DeviantSymbolic4
541.528	1	DeviantPhysicalSize4 DeviantPhysicalSize4
552.837	1	DeviantPhysicalSize1 DeviantPhysicalSize1
562.654	1	CatchQuantity1 CatchQuantity1
576.761	1	DeviantSymbolic1 DeviantSymbolic1
590.881	1	DeviantNonsymbolic4 DeviantNonsymbolic4
599.357	1	NullNull0 NullNull0
609.232	1	DeviantPhysicalSize4 DeviantPhysicalSize4
620.506	1	DeviantPhysicalSize4 DeviantPhysicalSize4
633.215	1	DeviantNonsymbolic4 DeviantNonsymbolic4
645.912	1	DeviantNonsymbolic4 DeviantNonsymbolic4
655.81	1	CatchSymbolic1 CatchSymbolic1
669.894	1	DeviantSymbolic4 DeviantSymbolic4
678.371	1	DeviantPhysicalSize4 DeviantPhysicalSize4
689.668	1	DeviantNonsymbolic4 DeviantNonsymbolic4
702.377	1	DeviantPhysicalSize1 DeviantPhysicalSize1
712.24	1	NullNull0 NullNull0
723.526	1	DeviantNonsymbolic1 DeviantNonsymbolic1
737.622	1	DeviantSymbolic4 DeviantSymbolic4
746.11	1	NullNull0 NullNull0
