onset	duration	Condition Name
26.216	1	NullNull0 NullNull0
36.115	1	DeviantSymbolic1 DeviantSymbolic1
47.436	1	DeviantPhysicalSize1 DeviantPhysicalSize1
55.912	1	DeviantSymbolic4 DeviantSymbolic4
68.633	1	DeviantSymbolic1 DeviantSymbolic1
79.966	1	DeviantPhysicalSize4 DeviantPhysicalSize4
88.465	1	DeviantSymbolic1 DeviantSymbolic1
98.376	1	DeviantNonsymbolic4 DeviantNonsymbolic4
111.108	1	DeviantNonsymbolic1 DeviantNonsymbolic1
125.251	1	CatchSymbolic1 CatchSymbolic1
136.572	1	DeviantNonsymbolic4 DeviantNonsymbolic4
150.715	1	DeviantSymbolic1 DeviantSymbolic1
163.458	1	DeviantSymbolic1 DeviantSymbolic1
171.946	1	NullNull0 NullNull0
181.845	1	DeviantNonsymbolic1 DeviantNonsymbolic1
191.744	1	DeviantPhysicalSize4 DeviantPhysicalSize4
200.232	1	CatchPhysicalSize1 CatchPhysicalSize1
212.964	1	DeviantNonsymbolic1 DeviantNonsymbolic1
224.285	1	DeviantSymbolic1 DeviantSymbolic1
238.44	1	DeviantNonsymbolic4 DeviantNonsymbolic4
251.16	1	NullNull0 NullNull0
259.648	1	DeviantPhysicalSize4 DeviantPhysicalSize4
270.969	1	NullNull0 NullNull0
280.88	1	DeviantPhysicalSize1 DeviantPhysicalSize1
295.034	1	DeviantSymbolic4 DeviantSymbolic4
307.766	1	CatchSymbolic4 CatchSymbolic4
321.909	1	NullNull0 NullNull0
333.218	1	DeviantNonsymbolic4 DeviantNonsymbolic4
341.718	1	DeviantPhysicalSize1 DeviantPhysicalSize1
351.617	1	DeviantSymbolic1 DeviantSymbolic1
361.516	1	DeviantSymbolic4 DeviantSymbolic4
370.027	1	CatchPhysicalSize4 CatchPhysicalSize4
381.325	1	DeviantNonsymbolic4 DeviantNonsymbolic4
395.444	1	DeviantNonsymbolic1 DeviantNonsymbolic1
408.176	1	NullNull0 NullNull0
419.497	1	DeviantNonsymbolic1 DeviantNonsymbolic1
429.408	1	DeviantNonsymbolic4 DeviantNonsymbolic4
443.551	1	NullNull0 NullNull0
456.283	1	DeviantSymbolic4 DeviantSymbolic4
464.782	1	DeviantPhysicalSize4 DeviantPhysicalSize4
477.503	1	DeviantSymbolic4 DeviantSymbolic4
488.836	1	CatchNull0 CatchNull0
497.312	1	DeviantPhysicalSize1 DeviantPhysicalSize1
507.211	1	DeviantPhysicalSize1 DeviantPhysicalSize1
521.365	1	NullNull0 NullNull0
532.675	1	DeviantSymbolic4 DeviantSymbolic4
541.163	1	DeviantPhysicalSize4 DeviantPhysicalSize4
553.906	1	DeviantNonsymbolic4 DeviantNonsymbolic4
568.026	1	DeviantSymbolic1 DeviantSymbolic1
577.924	1	CatchQuantity4 CatchQuantity4
586.401	1	DeviantPhysicalSize4 DeviantPhysicalSize4
599.121	1	DeviantSymbolic4 DeviantSymbolic4
613.264	1	DeviantSymbolic4 DeviantSymbolic4
623.174	1	DeviantPhysicalSize1 DeviantPhysicalSize1
634.484	1	DeviantNonsymbolic1 DeviantNonsymbolic1
645.805	1	DeviantNonsymbolic1 DeviantNonsymbolic1
654.293	1	CatchQuantity1 CatchQuantity1
668.412	1	NullNull0 NullNull0
681.144	1	DeviantPhysicalSize1 DeviantPhysicalSize1
691.043	1	DeviantPhysicalSize4 DeviantPhysicalSize4
700.93	1	DeviantNonsymbolic4 DeviantNonsymbolic4
713.662	1	DeviantPhysicalSize4 DeviantPhysicalSize4
722.15	1	DeviantNonsymbolic1 DeviantNonsymbolic1
736.293	1	DeviantPhysicalSize1 DeviantPhysicalSize1
747.614	1	NullNull0 NullNull0
