onset	duration	Condition Name
23.418	1	NullNull0 NullNull0
31.918	1	DeviantSymbolic1 DeviantSymbolic1
41.84	1	DeviantPhysicalSize1 DeviantPhysicalSize1
55.971	1	DeviantSymbolic4 DeviantSymbolic4
68.68	1	DeviantSymbolic1 DeviantSymbolic1
82.846	1	DeviantPhysicalSize4 DeviantPhysicalSize4
94.167	1	DeviantSymbolic1 DeviantSymbolic1
104.078	1	DeviantNonsymbolic4 DeviantNonsymbolic4
112.566	1	DeviantNonsymbolic1 DeviantNonsymbolic1
125.298	1	CatchSymbolic1 CatchSymbolic1
133.774	1	DeviantNonsymbolic4 DeviantNonsymbolic4
147.905	1	DeviantSymbolic1 DeviantSymbolic1
159.238	1	DeviantSymbolic1 DeviantSymbolic1
171.97	1	NullNull0 NullNull0
181.845	1	DeviantNonsymbolic1 DeviantNonsymbolic1
191.756	1	DeviantPhysicalSize4 DeviantPhysicalSize4
203.065	1	CatchPhysicalSize1 CatchPhysicalSize1
217.208	1	DeviantNonsymbolic1 DeviantNonsymbolic1
225.684	1	DeviantSymbolic1 DeviantSymbolic1
238.404	1	DeviantNonsymbolic4 DeviantNonsymbolic4
252.512	1	NullNull0 NullNull0
262.411	1	DeviantPhysicalSize4 DeviantPhysicalSize4
273.744	1	NullNull0 NullNull0
286.476	1	DeviantPhysicalSize1 DeviantPhysicalSize1
294.94	1	DeviantSymbolic4 DeviantSymbolic4
303.44	1	CatchSymbolic4 CatchSymbolic4
317.571	1	NullNull0 NullNull0
327.47	1	DeviantNonsymbolic4 DeviantNonsymbolic4
338.791	1	DeviantPhysicalSize1 DeviantPhysicalSize1
351.511	1	DeviantSymbolic1 DeviantSymbolic1
362.821	1	DeviantSymbolic4 DeviantSymbolic4
372.731	1	CatchPhysicalSize4 CatchPhysicalSize4
385.44	1	DeviantNonsymbolic4 DeviantNonsymbolic4
393.928	1	DeviantNonsymbolic1 DeviantNonsymbolic1
408.047	1	NullNull0 NullNull0
422.178	1	DeviantNonsymbolic1 DeviantNonsymbolic1
430.654	1	DeviantNonsymbolic4 DeviantNonsymbolic4
443.398	1	NullNull0 NullNull0
453.297	1	DeviantSymbolic4 DeviantSymbolic4
464.618	1	DeviantPhysicalSize4 DeviantPhysicalSize4
474.517	1	DeviantSymbolic4 DeviantSymbolic4
487.237	1	CatchNull0 CatchNull0
501.368	1	DeviantPhysicalSize1 DeviantPhysicalSize1
512.666	1	DeviantPhysicalSize1 DeviantPhysicalSize1
521.154	1	NullNull0 NullNull0
535.308	1	DeviantSymbolic4 DeviantSymbolic4
548.017	1	DeviantPhysicalSize4 DeviantPhysicalSize4
556.516	1	DeviantNonsymbolic4 DeviantNonsymbolic4
567.838	1	DeviantSymbolic1 DeviantSymbolic1
577.748	1	CatchQuantity4 CatchQuantity4
587.635	1	DeviantPhysicalSize4 DeviantPhysicalSize4
596.123	1	DeviantSymbolic4 DeviantSymbolic4
608.867	1	DeviantSymbolic4 DeviantSymbolic4
620.165	1	DeviantPhysicalSize1 DeviantPhysicalSize1
634.296	1	DeviantNonsymbolic1 DeviantNonsymbolic1
644.206	1	DeviantNonsymbolic1 DeviantNonsymbolic1
652.682	1	CatchQuantity1 CatchQuantity1
665.403	1	NullNull0 NullNull0
679.557	1	DeviantPhysicalSize1 DeviantPhysicalSize1
690.855	1	DeviantPhysicalSize4 DeviantPhysicalSize4
702.176	1	DeviantNonsymbolic4 DeviantNonsymbolic4
712.087	1	DeviantPhysicalSize4 DeviantPhysicalSize4
724.807	1	DeviantNonsymbolic1 DeviantNonsymbolic1
733.295	1	DeviantPhysicalSize1 DeviantPhysicalSize1
747.414	1	NullNull0 NullNull0
