onset	duration	Condition Name
21.995	1	NullNull0 NullNull0
30.483	1	DeviantNonsymbolic1 DeviantNonsymbolic1
43.215	1	NullNull0 NullNull0
54.524	1	DeviantNonsymbolic1 DeviantNonsymbolic1
68.679	1	DeviantNonsymbolic4 DeviantNonsymbolic4
82.822	1	DeviantPhysicalSize4 DeviantPhysicalSize4
91.321	1	DeviantSymbolic1 DeviantSymbolic1
102.631	1	DeviantPhysicalSize1 DeviantPhysicalSize1
115.351	1	DeviantPhysicalSize4 DeviantPhysicalSize4
125.238	1	NullNull0 NullNull0
137.982	1	CatchSymbolic1 CatchSymbolic1
146.47	1	DeviantNonsymbolic4 DeviantNonsymbolic4
157.779	1	DeviantSymbolic1 DeviantSymbolic1
167.678	1	DeviantSymbolic4 DeviantSymbolic4
181.809	1	DeviantNonsymbolic4 DeviantNonsymbolic4
194.541	1	NullNull0 NullNull0
205.827	1	CatchPhysicalSize4 CatchPhysicalSize4
219.97	1	DeviantSymbolic1 DeviantSymbolic1
228.458	1	DeviantNonsymbolic1 DeviantNonsymbolic1
238.357	1	DeviantPhysicalSize1 DeviantPhysicalSize1
246.845	1	DeviantSymbolic4 DeviantSymbolic4
260.964	1	NullNull0 NullNull0
272.273	1	DeviantSymbolic4 DeviantSymbolic4
285.017	1	DeviantSymbolic1 DeviantSymbolic1
294.904	1	CatchNull0 CatchNull0
309.035	1	DeviantSymbolic4 DeviantSymbolic4
321.767	1	DeviantNonsymbolic1 DeviantNonsymbolic1
330.255	1	DeviantNonsymbolic4 DeviantNonsymbolic4
341.565	1	DeviantPhysicalSize4 DeviantPhysicalSize4
351.452	1	NullNull0 NullNull0
362.773	1	DeviantNonsymbolic4 DeviantNonsymbolic4
375.493	1	CatchQuantity1 CatchQuantity1
383.981	1	DeviantPhysicalSize4 DeviantPhysicalSize4
393.868	1	DeviantSymbolic4 DeviantSymbolic4
408.011	1	DeviantSymbolic1 DeviantSymbolic1
420.731	1	DeviantNonsymbolic1 DeviantNonsymbolic1
429.207	1	DeviantSymbolic1 DeviantSymbolic1
439.118	1	NullNull0 NullNull0
450.416	1	DeviantSymbolic1 DeviantSymbolic1
464.57	1	CatchQuantity4 CatchQuantity4
477.302	1	DeviantPhysicalSize1 DeviantPhysicalSize1
491.41	1	DeviantPhysicalSize4 DeviantPhysicalSize4
501.32	1	DeviantNonsymbolic4 DeviantNonsymbolic4
512.63	1	DeviantPhysicalSize4 DeviantPhysicalSize4
521.141	1	DeviantPhysicalSize1 DeviantPhysicalSize1
532.427	1	DeviantNonsymbolic4 DeviantNonsymbolic4
542.326	1	DeviantSymbolic4 DeviantSymbolic4
555.046	1	DeviantNonsymbolic1 DeviantNonsymbolic1
569.177	1	CatchPhysicalSize1 CatchPhysicalSize1
577.665	1	DeviantPhysicalSize1 DeviantPhysicalSize1
590.362	1	NullNull0 NullNull0
601.695	1	DeviantPhysicalSize4 DeviantPhysicalSize4
615.838	1	DeviantPhysicalSize1 DeviantPhysicalSize1
625.725	1	DeviantPhysicalSize1 DeviantPhysicalSize1
634.201	1	DeviantSymbolic4 DeviantSymbolic4
648.344	1	DeviantPhysicalSize4 DeviantPhysicalSize4
659.665	1	CatchSymbolic4 CatchSymbolic4
668.153	1	NullNull0 NullNull0
680.861	1	DeviantSymbolic4 DeviantSymbolic4
690.76	1	DeviantNonsymbolic4 DeviantNonsymbolic4
704.903	1	DeviantNonsymbolic1 DeviantNonsymbolic1
716.212	1	DeviantNonsymbolic1 DeviantNonsymbolic1
728.933	1	DeviantSymbolic1 DeviantSymbolic1
737.456	1	DeviantPhysicalSize1 DeviantPhysicalSize1
747.355	1	NullNull0 NullNull0
