onset	duration	Condition Name
24.817	1	NullNull0 NullNull0
38.983	1	DeviantSymbolic1 DeviantSymbolic1
48.882	1	DeviantPhysicalSize1 DeviantPhysicalSize1
60.203	1	DeviantSymbolic4 DeviantSymbolic4
68.691	1	DeviantSymbolic1 DeviantSymbolic1
78.59	1	DeviantPhysicalSize4 DeviantPhysicalSize4
91.345	1	DeviantSymbolic1 DeviantSymbolic1
102.655	1	DeviantNonsymbolic4 DeviantNonsymbolic4
111.143	1	DeviantNonsymbolic1 DeviantNonsymbolic1
125.274	1	CatchSymbolic1 CatchSymbolic1
136.583	1	DeviantNonsymbolic4 DeviantNonsymbolic4
146.482	1	DeviantSymbolic1 DeviantSymbolic1
154.958	1	DeviantSymbolic1 DeviantSymbolic1
169.101	1	NullNull0 NullNull0
181.833	1	DeviantNonsymbolic1 DeviantNonsymbolic1
195.976	1	DeviantPhysicalSize4 DeviantPhysicalSize4
208.708	1	CatchPhysicalSize1 CatchPhysicalSize1
217.184	1	DeviantNonsymbolic1 DeviantNonsymbolic1
228.505	1	DeviantSymbolic1 DeviantSymbolic1
238.392	1	DeviantNonsymbolic4 DeviantNonsymbolic4
251.124	1	NullNull0 NullNull0
265.255	1	DeviantPhysicalSize4 DeviantPhysicalSize4
276.565	1	NullNull0 NullNull0
286.463	1	DeviantPhysicalSize1 DeviantPhysicalSize1
294.94	1	DeviantSymbolic4 DeviantSymbolic4
303.428	1	CatchSymbolic4 CatchSymbolic4
314.749	1	NullNull0 NullNull0
327.481	1	DeviantNonsymbolic4 DeviantNonsymbolic4
337.38	1	DeviantPhysicalSize1 DeviantPhysicalSize1
351.511	1	DeviantSymbolic1 DeviantSymbolic1
361.421	1	DeviantSymbolic4 DeviantSymbolic4
369.909	1	CatchPhysicalSize4 CatchPhysicalSize4
382.618	1	DeviantNonsymbolic4 DeviantNonsymbolic4
393.927	1	DeviantNonsymbolic1 DeviantNonsymbolic1
408.07	1	NullNull0 NullNull0
419.391	1	DeviantNonsymbolic1 DeviantNonsymbolic1
433.51	1	DeviantNonsymbolic4 DeviantNonsymbolic4
443.421	1	NullNull0 NullNull0
456.141	1	DeviantSymbolic4 DeviantSymbolic4
464.629	1	DeviantPhysicalSize4 DeviantPhysicalSize4
473.117	1	DeviantSymbolic4 DeviantSymbolic4
483.016	1	CatchNull0 CatchNull0
495.748	1	DeviantPhysicalSize1 DeviantPhysicalSize1
507.046	1	DeviantPhysicalSize1 DeviantPhysicalSize1
521.2	1	NullNull0 NullNull0
533.932	1	DeviantSymbolic4 DeviantSymbolic4
542.42	1	DeviantPhysicalSize4 DeviantPhysicalSize4
553.718	1	DeviantNonsymbolic4 DeviantNonsymbolic4
567.849	1	DeviantSymbolic1 DeviantSymbolic1
577.748	1	CatchQuantity4 CatchQuantity4
587.658	1	DeviantPhysicalSize4 DeviantPhysicalSize4
600.39	1	DeviantSymbolic4 DeviantSymbolic4
611.688	1	DeviantSymbolic4 DeviantSymbolic4
620.176	1	DeviantPhysicalSize1 DeviantPhysicalSize1
634.319	1	DeviantNonsymbolic1 DeviantNonsymbolic1
648.45	1	DeviantNonsymbolic1 DeviantNonsymbolic1
656.938	1	CatchQuantity1 CatchQuantity1
666.825	1	NullNull0 NullNull0
679.557	1	DeviantPhysicalSize1 DeviantPhysicalSize1
690.866	1	DeviantPhysicalSize4 DeviantPhysicalSize4
700.777	1	DeviantNonsymbolic4 DeviantNonsymbolic4
714.908	1	DeviantPhysicalSize4 DeviantPhysicalSize4
723.396	1	DeviantNonsymbolic1 DeviantNonsymbolic1
734.705	1	DeviantPhysicalSize1 DeviantPhysicalSize1
747.414	1	NullNull0 NullNull0
