onset	duration	Condition Name
26.24	1	NullNull0 NullNull0
37.573	1	DeviantPhysicalSize1 DeviantPhysicalSize1
50.305	1	DeviantPhysicalSize4 DeviantPhysicalSize4
58.816	1	DeviantSymbolic4 DeviantSymbolic4
68.727	1	NullNull0 NullNull0
81.482	1	DeviantNonsymbolic4 DeviantNonsymbolic4
91.381	1	DeviantPhysicalSize4 DeviantPhysicalSize4
99.869	1	DeviantNonsymbolic1 DeviantNonsymbolic1
114.035	1	DeviantNonsymbolic4 DeviantNonsymbolic4
125.333	1	DeviantPhysicalSize1 DeviantPhysicalSize1
136.631	1	CatchSymbolic4 CatchSymbolic4
145.119	1	DeviantSymbolic4 DeviantSymbolic4
159.273	1	DeviantNonsymbolic4 DeviantNonsymbolic4
171.982	1	DeviantSymbolic4 DeviantSymbolic4
181.904	1	NullNull0 NullNull0
196.059	1	DeviantPhysicalSize4 DeviantPhysicalSize4
207.368	1	CatchPhysicalSize4 CatchPhysicalSize4
215.844	1	DeviantNonsymbolic1 DeviantNonsymbolic1
225.755	1	DeviantPhysicalSize1 DeviantPhysicalSize1
238.487	1	DeviantSymbolic4 DeviantSymbolic4
252.641	1	DeviantPhysicalSize4 DeviantPhysicalSize4
261.141	1	DeviantSymbolic4 DeviantSymbolic4
273.838	1	DeviantSymbolic1 DeviantSymbolic1
285.171	1	CatchQuantity1 CatchQuantity1
295.07	1	NullNull0 NullNull0
309.189	1	DeviantPhysicalSize1 DeviantPhysicalSize1
319.064	1	DeviantNonsymbolic1 DeviantNonsymbolic1
327.564	1	DeviantPhysicalSize1 DeviantPhysicalSize1
340.296	1	DeviantSymbolic4 DeviantSymbolic4
351.617	1	CatchPhysicalSize1 CatchPhysicalSize1
360.105	1	DeviantSymbolic1 DeviantSymbolic1
372.802	1	NullNull0 NullNull0
384.076	1	DeviantNonsymbolic1 DeviantNonsymbolic1
398.219	1	DeviantPhysicalSize4 DeviantPhysicalSize4
408.129	1	DeviantSymbolic1 DeviantSymbolic1
422.272	1	DeviantNonsymbolic4 DeviantNonsymbolic4
432.159	1	NullNull0 NullNull0
440.635	1	CatchSymbolic1 CatchSymbolic1
453.367	1	DeviantSymbolic1 DeviantSymbolic1
464.677	1	DeviantPhysicalSize1 DeviantPhysicalSize1
474.575	1	DeviantNonsymbolic1 DeviantNonsymbolic1
488.73	1	DeviantSymbolic1 DeviantSymbolic1
501.462	1	DeviantSymbolic1 DeviantSymbolic1
509.938	1	NullNull0 NullNull0
521.248	1	DeviantPhysicalSize4 DeviantPhysicalSize4
533.968	1	DeviantNonsymbolic1 DeviantNonsymbolic1
543.867	1	CatchQuantity4 CatchQuantity4
558.021	1	DeviantNonsymbolic1 DeviantNonsymbolic1
569.331	1	DeviantSymbolic1 DeviantSymbolic1
577.83	1	NullNull0 NullNull0
586.33	1	DeviantNonsymbolic4 DeviantNonsymbolic4
600.473	1	DeviantPhysicalSize4 DeviantPhysicalSize4
610.372	1	DeviantSymbolic4 DeviantSymbolic4
623.069	1	DeviantSymbolic1 DeviantSymbolic1
634.413	1	DeviantPhysicalSize1 DeviantPhysicalSize1
644.277	1	DeviantSymbolic4 DeviantSymbolic4
658.443	1	CatchNull0 CatchNull0
666.931	1	DeviantNonsymbolic4 DeviantNonsymbolic4
679.651	1	NullNull0 NullNull0
690.961	1	DeviantNonsymbolic4 DeviantNonsymbolic4
702.294	1	DeviantPhysicalSize1 DeviantPhysicalSize1
710.77	1	DeviantPhysicalSize4 DeviantPhysicalSize4
724.924	1	DeviantNonsymbolic1 DeviantNonsymbolic1
734.811	1	DeviantNonsymbolic4 DeviantNonsymbolic4
747.543	1	NullNull0 NullNull0
